ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
2017,1,5,18,10,-15690,-56410,  0.0, 3.1,MT,N. Sra do Livramento,
2017,1,7,2,27,-3140,-43860, 12.0, 2.1,MA,Cachoeira Grande,
2017,1,10,4,30,-3140,-43860, 12.0, 0.2,MA,Cachoeira Grande,
2017,1,11,10,5,-13600,-48820,  0.0, 3.8,GO,divisa GO-TO,
2017,1,11,22,54,-3140,-43860, 12.0, 1.2,MA,Cachoeira Grande,
2017,1,11,23,11,-3140,-43860, 12.0, 0.8,MA,Cachoeira Grande,
2017,1,12,8,55,-3140,-43860, 12.0, 1.0,MA,Cachoeira Grande,
2017,1,12,19,15,-21790,-46540,  0.0, 3.2,MG,Poços de Caldas,
2017,1,12,19,28,-21940,-46530,  0.0, 2.2,MG,Poços de Caldas,
2017,1,12,19,37,-21960,-46550,  0.0, 2.3,MG,Poços de Caldas,
2017,1,13,18,1,-21930,-46570,  0.0, 2.2,MG,Poços de Caldas,
2017,1,17,0,16,-3140,-43860, 12.0, 0.2,MA,Cachoeira Grande,
2017,1,19,7,14,-3140,-43860, 12.0, 0.9,MA,Cachoeira Grande,
2017,1,19,23,35,-3140,-43860, 12.0, 0.1,MA,Cachoeira Grande,
2017,1,22,14,40,-3140,-43860, 12.0, 1.3,MA,Cachoeira Grande,
2017,1,27,13,30,-21401,-48501,  0.0, 2.0,SP,Taquaritinga,
2017,1,28,0,36,-13290,-49490,  0.0, 2.9,TO,divisa GO-TO,
2017,2,2,7,15,-3143,-43857, 12.0, 0.6,MA,Cachoeira Grande,
2017,2,3,4,35,-20620,-45540,  0.0, 2.5,MG,Formiga,
2017,2,12,11,33,-8470,-53230,  0.0, 2.9,PA,Rio Peti,
2017,2,12,20,21,-8550,-53290,  0.0, 3.9,PA,Rio Peti,
2017,2,17,17,15,-22420,-40100,  0.0, 3.5,RJ,Sao Joao da Barra,
2017,2,18,6,29,-22320,-40190,  0.0, 3.5,RJ,Sao Joao da Barra,
2017,2,19,22,55,-21810,-40800,  0.0, 2.2,RJ,Sao Joao da Barra,
2017,2,24,2,21,-3600,-62710,  0.0, 3.1,AM,Codajas,
2017,2,27,7,5,-26930,-56790, 10.0, 3.7,PY,Paraguay,
2017,2,28,4,56,-8420,-74130,156.0, 4.8,AC,Peru-Brazil Brdr Rg,
2017,3,1,8,28,-13350,-39710,  0.0, 2.2,BA,Ubaira,
2017,3,1,22,46,610,-50180,  0.0, 3.8,AP,Itaubal,
2017,3,3,18,15,-8600,-53290,  0.0, 3.9,PA,Rio Peti,
2017,3,5,1,9,-19860,-47450,  0.0, 2.9,MG,Sacramento,
2017,3,5,8,46,-3500,-40230,  0.0, 2.6,CE,Santana do Acarau,
2017,3,5,16,12,-21370,-48570,  0.0, 1.3,SP,Taquaritinga-Jurupema,
2017,3,6,2,1,-8670,-74050,139.0, 4.2,AC,Peru-Brazil Brdr Rg,
2017,3,6,15,9,-11600,-57620,  0.0, 2.4,MT,Porto dos Gauchos,
2017,3,7,17,41,-28410,-52930,  0.0, 2.6,RS,Nao-Me-Toque,
2017,3,9,2,1,-21300,-48530,  0.0, 1.2,SP,Taquaritinga-Jurupema,
2017,3,9,2,22,-21290,-48580,  0.0, 0.7,SP,Taquaritinga-Jurupema,
2017,3,12,2,27,-13770,-49060,  0.0, 2.8,GO,Estrela do Norte,
2017,3,12,5,55,-8500,-53150,  0.0, 2.8,PA,Rio Peti,
2017,3,15,5,5,-21430,-41830,  0.0, 2.9,RJ,Sao Jose de Uba,
2017,3,24,9,5,-2620,-49780,  0.0, 3.1,PA,Baião,
2017,3,24,9,6,-2590,-49530,  0.0, 3.5,PA,Baião,
2017,3,25,22,8,-7110,-55480,  0.0, 2.8,PA,Novo Progresso,
2017,3,26,6,51,-10070,-37110,  0.0, 2.7,SE,Itabi,
2017,3,26,10,33,-7400,-73580,163.0, 4.0,AC,Peru-Brazil Brdr Rg,
2017,3,27,7,1,-19490,-56330,  0.0, 2.7,MS,Miranda,
2017,3,27,12,33,-15710,-51810,  0.0, 1.0,MT,Araguaiana,
2017,3,29,4,48,-21930,-46530,  0.0, 2.2,MG,Pocos de Caldas,
2017,4,1,0,55,-15400,-56070,  0.0, 2.3,MT,Cuiaba,
2017,4,5,17,20,-10590,-45110,  0.0, 3.0,PI,Parnagua,
2017,4,5,23,37,-10070,-44490,  0.0, 2.4,PI,Parnagua,
2017,4,10,1,59,-3190,-40090,  0.0, 3.1,CE,Morrinhos,
2017,4,14,16,1,-16000,-52070,  0.0, 2.8,MT,Aragarcas,
2017,4,19,5,31,-23330,-43610,  0.0, 2.1,RJ,Itaguai,
2017,4,19,7,38,-650,-60300,  0.0, 3.3,AM,Presidente Figueiredo,
2017,4,19,12,7,-22640,-44510,  0.0, 2.3,SP,Arapei,
2017,4,27,14,18,-11480,-57590,  0.0, 2.8,MT,Porto dos Gauchos,
2017,5,4,2,29,-8750,-73930,187.0, 5.4,AC,Peru-Brazil Brdr Rg,
2017,5,6,8,49,-10550,-51870,  0.0, 2.5,MT,Confresa,
2017,5,6,23,14,-10960,-58080,  0.0, 2.7,MT,Castanheira,
2017,5,8,5,14,-20580,-42340,  0.0, 2.7,MG,Pedra Bonita,
2017,5,11,1,29,-23590,-47430,  0.0, 2.2,SP,Votorantim,
2017,5,18,16,55,-12330,-48100,  0.0, 2.8,TO,Paranã,
2017,5,22,21,2,-15600,-59330,  0.0, 3.2,MT,Pontes e Lacerda,
2017,5,26,17,58,-12060,-48270,  0.0, 2.4,TO,Tocantins,
2017,5,28,18,5,-9400,-72580,  0.0, 3.2,AC,Peru-Brazil Brdr Rg,
2017,5,29,20,11,-10040,-56950,  0.0, 2.3,MT,Nova Monte Verde,
2017,5,30,3,12,-23600,-47400,  0.0, 1.8,SP,Votorantim,
2017,6,1,6,55,5340,-52780,  0.0, 3.8,GY,Guyana,
2017,6,3,0,41,610,-55140,  0.0, 2.9,PA,Oriximina,
2017,6,4,6,23,740,-55020,  0.0, 3.2,PA,Curuá,
2017,6,6,16,6,-27280,-59070,  0.0, 2.6,PY,Paraguay,
2017,6,7,5,18,-23020,-44160,  0.0, 1.0,RJ,Cantagalo Angra Reis,
2017,6,7,5,28,-22950,-44090,  0.0, 1.7,RJ,Cantagalo Angra Reis,
2017,6,7,8,41,-12620,-46550,  0.0, 2.0,TO,Tocantins,
2017,6,12,1,23,-17880,-50990,  0.0, 2.5,GO,Goiás,
2017,6,13,21,31,-10420,-55290,  0.0, 2.8,MT,Terra Nova do Norte,
2017,6,16,15,46,-18830,-44710,  0.0, 2.7,MG,Felixlandia,
2017,6,17,17,42,-13400,-44530,  0.0, 2.6,BA,Correntina,
2017,6,18,6,22,-8160,-73020,133.0, 3.7,AC,Peru-Brazil Brdr Rg,
2017,6,19,6,47,-5740,-50470,  0.0, 2.7,PA,Parauapebas,
2017,6,19,9,8,-10070,-38480,  0.0, 2.7,BA,Jeremoabo,
2017,6,19,18,10,-13400,-44490,  0.0, 2.6,BA,Correntina,
2017,6,22,2,25,-16010,-47280,  0.0, 2.4,GO,divisa GO-MG,
2017,6,26,19,39,-7050,-55400,  0.0, 2.0,PA,Novo Progresso,
2017,6,27,15,7,-16890,-48330,  0.0, 2.4,GO,Orizona,
2017,6,27,15,7,-17330,-48290,  0.0, 2.6,GO,Pires do Rio,
2017,6,27,16,53,-15430,-56060,  0.0, 2.6,MT,Cuiabá,
2017,6,27,20,5,-31580,-53620,  2.0, 1.5,RS,Candiota,
2017,6,28,15,19,-17490,-47970,  0.0, 2.0,GO,Ipameri,
2017,7,5,15,58,-9220,-58270,  0.0, 3.0,MT,Cotriguaçu,
2017,7,6,19,46,1620,-54410,  0.0, 3.2,PA,Parq.Nac.Tumucumaque,
2017,7,11,5,58,-5820,-50610,  0.0, 2.6,PA,Parauapebas,
2017,7,13,22,29,-23620,-47490,  0.0, 1.8,SP,Votorantim,
2017,7,16,17,15,-1320,-65030,  0.0, 4.1,AM,Maraã,
2017,7,19,11,13,-11520,-57540,  0.0, 2.6,MT,Porto dos Gauchos,
2017,7,19,22,46,-8590,-66170,  0.0, 3.4,AM,Labrea,
2017,7,24,15,24,1510,-55510,  0.0, 3.6,PA,Oriximina,
2017,7,25,20,49,-4130,-38240,  0.0, 3.3,CE,Cascavel,
2017,7,26,1,12,-10890,-43900,  0.0, 2.0,BA,Mansidão,
2017,7,31,11,12,-4910,-71240,  0.0, 2.9,AM,Atalaia do Norte,
2017,8,3,6,25,-11660,-56680,  0.0, 2.7,MT,Novo HorizontedoNorte,
2017,8,3,7,0,-11580,-56750,  0.0, 1.9,MT,Novo HorizontedoNorte,
2017,8,3,7,8,-11640,-56710,  0.0, 1.1,MT,Novo HorizontedoNorte,
2017,8,3,10,41,-11590,-56790,  0.0, 2.0,MT,Novo HorizontedoNorte,
2017,8,8,10,4,-11590,-56800,  0.0, 2.3,MT,Novo HorizontedoNorte,
2017,8,13,21,44,1540,-55210,  0.0, 4.1,PA,Parq.NacionTumucumaque,
2017,8,13,23,5,1780,-55410,  0.0, 2.6,PA,Parq.NacionTumucumaque,
2017,8,17,20,16,-19170,-44840,  0.0, 2.6,MG,Minas Gerais,
2017,8,18,8,31,-21180,-44940,  0.0, 0.9,MG,Ijaci,
2017,8,18,21,41,-22900,-44230,  0.0, 1.1,RJ,Angra dos Reis,
2017,8,18,21,51,-22900,-44230,  0.0, 0.8,RJ,Angra dos Reis,
2017,8,21,17,22,-19810,-44210,  0.0, 2.5,MG,Minas Gerais,
2017,8,22,3,6,-6850,-73210,  0.0, 3.5,AM,Vale do Javari,
2017,8,25,20,52,-7010,-49910,  0.0, 2.8,PA,Xinguara,
2017,8,27,8,31,-8470,-72690, 10.0, 3.5,AC,Peru-Brazil Brdr Rg,
2017,8,30,16,22,-11290,-55190,  0.0, 2.4,MT,Itauba,
2017,8,31,6,41,-6410,-50090,  0.0, 3.5,PA,Canaã dos Carajás,
2017,9,1,18,44,-18670,-40670,  0.0, 2.5,ES,Vila Pavão explosion?,
2017,9,1,22,28,-8600,-74190,136.0, 4.6,AC,Peru-Brazil Brdr,
2017,9,2,6,33,-9800,-72150,  0.0, 3.3,AC,Peru-Brazil Brdr,
2017,9,4,23,5,-34090,-58180,  0.0, 2.0,UR,Carmelo,
2017,9,6,9,9,-16710,-43910,  0.0, 2.2,MG,Montes Claros,
2017,9,7,14,16,4060,-60330,  0.0, 3.2,RR,Normandia,
2017,9,7,16,23,3990,-60030,  0.0, 2.9,RR,Normandia,
2017,9,7,16,56,-16080,-43260,  0.0, 2.4,MG,Janauba,
2017,9,8,3,52,-18760,-48500,  0.0, 2.0,MG,Uberlandia,
2017,9,9,4,13,-15810,-51790,  0.0, 3.4,MT,Araguaiana,
2017,9,10,20,24,-11580,-56790,  0.0, 1.9,MT,Novo HorizontedoNorte,
2017,9,11,8,16,3700,-51460,  0.0, 3.5,AP,Oiapoque,
2017,9,13,21,4,-3140,-43860,  0.0, 2.7,MA,Cachoeira Grande,
2017,9,18,3,16,-25160,-49370,  0.0, 3.5,PR,RioBrancoSul Itaperucu,
2017,9,18,8,24,-25020,-49260,  0.0, 2.0,PR,RioBrancoSul Itaperucu,
2017,9,20,7,9,-8340,-36800,  0.0, 3.0,PE,Pesqueira,
2017,9,21,8,33,-13750,-49140,  0.0, 3.3,GO,Estrela do Norte,
2017,9,26,4,51,-5930,-50630,  0.0, 2.7,PA,Parauapebas,
2017,9,30,5,3,-6050,-50840,  0.0, 2.4,PA,Ourilandia do Norte,
2017,10,1,1,46,-5830,-50560,  0.0, 3.3,PA,Parauapebas,
2017,10,2,3,1,-19780,-44070,  0.0, 2.1,MG,Minas Gerais,
2017,10,4,7,8,-5760,-50650,  0.0, 2.1,PA,Parauapebas,
2017,10,4,16,46,-5767,-50480,  0.0, 3.4,PA,Parauapebas,
2017,10,4,18,50,-5790,-50500,  0.0, 2.9,PA,Parauapebas,
2017,10,8,5,53,-21280,-44820,  0.0, 1.4,MG,Minas Gerais,
2017,10,10,1,58,-8330,-36130,  0.0, 1.7,PE,Sao Caetano,
2017,10,12,22,40,-12950,-48880,  0.0, 3.4,TO,divisa GO-TO,
2017,10,13,2,36,-19850,-43770,  0.0, 1.5,MG,Minas Gerais,
2017,10,15,6,0,-27090,-58260,  0.0, 2.9,PY,General Diaz Neembucu,
2017,10,16,11,0,-4310,-38390,  0.0, 3.0,CE,Cascavel,
2017,10,16,18,8,880,-28350, 10.0, 5.0,RN,Arquip.S.Pedro/S.Paulo,
2017,10,17,14,35,-5840,-72710,  0.0, 3.6,AM,Peru-Brazil Brdr Rg,
2017,10,18,6,28,-6860,-72940,  0.0, 4.0,AM,Peru-Brazil Brdr Rg,
2017,10,22,7,48,-5650,-73770,105.0, 4.1,AC,Peru-Brazil Brdr Rg,
2017,10,27,9,18,-15740,-58860,  0.0, 2.9,MT,Figueiropolis d'Oeste,
2017,10,30,9,1,-24310,-44440,  0.0, 2.2,SP,Ilhabela,
2017,11,3,20,22,-21240,-44860,  0.0, 2.7,MG,Minas Gerais,
2017,11,4,11,30,-18140,-39060,  0.0, 1.9,BA,Nova Vicosa,
2017,11,5,22,49,-8680,-74210,158.0, 5.1,AC,Peru-Brazil Brdr Rg,
2017,11,6,15,36,-23380,-45590,  5.0, 2.7,SP,Paraibuna,
2017,11,6,18,3,-21080,-44620,  0.0, 2.5,MG,Minas Gerais,
2017,11,7,14,31,-19560,-44120,  0.0, 2.5,MG,Minas Gerais,
2017,11,8,15,39,-16210,-60120,  0.0, 3.3,MT,divisa Bolivia,
2017,11,9,6,18,-13710,-49100,  0.0, 2.2,GO,Goiás,
2017,11,23,2,52,-5760,-50470,  0.0, 2.2,PA,Carajás,
2017,11,24,14,5,-8870,-74130,156.0, 4.6,AC,Peru-Brazil Brdr Rg,
2017,12,2,18,2,-2990,-44200,  0.0, 2.2,MA,Rosario,
2017,12,3,7,3,-10740,-47620,  0.0, 2.6,TO,Tocantins,
2017,12,8,14,19,-6250,-72950, 10.0, 4.3,AC,Peru-Brazil Brdr Rg,
2017,12,28,16,5,-13670,-53620,  0.0, 2.9,MT,Gaúcha do Norte,
2017,12,29,13,51,-20600,-46000,  0.0, 2.3,MG,Capitólio,
2018,1,3,5,55,-12020,-48230,  0.0, 2.2,TO,Tocantins,
2018,1,5,15,50,-480,-60480,  0.0, 2.8,RR,RORAINÓPOLIS,
2018,1,15,14,4,-19770,-45080,  0.0, 2.8,MG,Leandro Ferreira,
2018,1,16,13,20,-15590,-56260,  0.0, 2.8,MT,Varzea Grande,
2018,1,18,11,39,-13790,-49870,  0.0, 2.2,GO,Goiás,
2018,1,18,23,56,-29450,-51010,  0.0, 2.1,RS,Nova Petropolis,
2018,1,20,12,9,-13900,-49970,  0.0, 2.9,GO,Bonopolis,
2018,1,21,17,36,-23350,-51190,  0.0, 1.1,PR,Londrina,
2018,1,22,23,50,-23350,-51190,  0.0, 1.4,PR,Londrina,
2018,1,23,2,23,-23350,-51190,  0.0, 0.7,PR,Londrina,
2018,1,24,22,53,-5750,-50530,  0.0, 3.2,PA,Carajás,
2018,1,25,1,27,-17060,-38860,  0.0, 3.1,BA,Prado,
2018,1,26,7,1,-21380,-48580,  2.5, 2.3,SP,Jurupema,
2018,1,27,10,58,2990,-51120,  0.0, 2.8,AP,CALÇOENE,
2018,1,29,22,17,-15710,-40930,  0.0, 1.9,MG,Divisopolis,
2018,1,30,10,8,-180,-60300,  0.0, 2.7,RR,RORAINÓPOLIS,
2018,1,31,5,22,-23350,-51190,  0.0, 0.6,PR,Londrina,
2018,1,31,10,24,-16740,-54900,  0.0, 3.4,MT,Rondonopolis,
2018,2,4,13,20,-15070,-39970,  0.0, 1.4,BA,Rio do Meio,
2018,2,13,4,51,-12230,-48440,  0.0, 3.0,TO,Tocantins,
2018,2,22,12,0,-4250,-48660,  0.0, 2.8,PA,RONDON DO PARÁ,
2018,2,23,16,23,-11870,-40190,  1.5, 2.0,BA,Baixa Grande,
2018,2,25,2,26,-20120,-47220,  0.0, 3.0,SP,Rifaina,
2018,2,27,3,31,-14900,-40380,  0.0, 1.3,BA,Caatiba,
2018,3,2,4,17,-6410,-50080,  0.0, 2.2,PA,Carajás,
2018,3,3,17,30,-9635,-35746,  0.0, 2.2,AL,Maceió,
2018,3,8,20,50,-15930,-56020,  0.0, 2.6,MT,STO ANTÔNIO LEVERGER,
2018,3,9,16,55,-24530,-46880,  0.0, 2.6,SP,Peruibe,
2018,3,10,15,51,-14900,-39480,  0.0, 1.8,BA,Itape,
2018,3,10,19,32,-5570,-35590,  0.0, 1.8,RN,Taipu,
2018,3,10,21,5,-5530,-35490,  0.0, 1.7,RN,Taipu,
2018,3,11,8,16,-5520,-35670,  5.0, 2.0,RN,Taipu,
2018,3,11,9,5,-13480,-55510,  0.0, 3.3,MT,Sta. Rita do Trivelato,
2018,3,13,3,6,-21230,-46380,  0.0, 2.6,MG,Monte Belo,
2018,3,13,6,35,-5520,-35550,  0.0, 2.4,RN,Taipu,
2018,3,14,21,25,-8160,-35670,  0.0, 1.5,PE,Bezerros,
2018,3,15,20,13,-8590,-71480,581.0, 4.3,AC,Western Brazil,
2018,3,15,20,48,-11040,-48600,  0.0, 3.0,TO,Brejinho de Nazare,
2018,3,18,9,38,-5570,-35510,  0.0, 1.9,RN,Taipu,
2018,3,19,6,14,-11550,-56790,  0.0, 2.3,MT,N. Horizonte do Norte,
2018,3,21,18,46,-2420,-44350,  0.0, 3.2,MA,Alcântara,
2018,4,4,21,23,-12570,-56080,  0.0, 2.8,MT,Sorriso,
2018,4,6,15,15,-17480,-55480,  0.0, 2.4,MS,Sonora,
2018,4,6,15,19,-17410,-55290,  0.0, 2.5,MS,Sonora,
2018,4,6,23,18,-23860,-47380,  0.0, 1.9,SP,Piedade,
2018,4,7,17,18,-23690,-47580,  0.0, 2.0,SP,Salto de Pirapora,
2018,4,11,10,51,-18850,-44790,  0.0, 2.3,MG,Felixlandia,
2018,4,11,23,32,-16160,-60920,  0.0, 3.0,MT,V. BELA SANT. TRINDADE,
2018,4,12,3,56,-17350,-47440,  0.0, 2.8,GO,divisa GO-MG,
2018,4,13,12,28,-27820,-47750, 10.0, 3.7,SC,Margem Continental,
2018,4,14,20,50,-3630,-40390,  0.0, 1.3,CE,Meruoca,
2018,4,16,4,20,-20870,-48830,  0.0, 1.8,SP,Embauba,
2018,4,19,16,47,-9500,-71610, 10.0, 4.7,PU,Peru-Brazil Border,
2018,4,20,0,12,-9810,-71780,  0.0, 4.3,PU,Peru-Brazil Border,
2018,4,21,0,8,-11590,-56820,  0.0, 1.6,MT,N. Horizonte do Norte,
2018,4,24,7,47,-5570,-36120,  0.0, 1.5,RN,Pedra Preta,
2018,4,26,12,55,-7180,-73720,170.0, 4.6,PU,Peru-Brazil Border,
2018,4,26,19,12,-5750,-50550,  0.0, 3.3,PA,Parauapebas,
2018,5,7,8,10,-24830,-45310,  0.0, 2.1,SP,Ilhabela,
2018,5,8,20,54,-9690,-55070,  0.0, 2.6,MT,GUARANTÃ DO NORTE,
2018,5,11,12,29,-4950,-38080,  0.0, 2.3,CE,Palhano,
2018,5,11,21,46,-21740,-44830,  0.0, 2.3,MG,Cruzilia,
2018,5,12,2,36,-10360,-50480,  0.0, 2.1,MT,divisa MT-TO-PA,
2018,5,13,21,2,-23000,-42290,  0.0, 2.6,RJ,Araruama,
2018,5,16,12,24,-9800,-37240,  0.0, 1.7,AL,Belo Monte,
2018,5,20,4,47,-5530,-35440,  0.0, 1.9,RN,Taipu,
2018,5,24,0,8,-3780,-39880,  0.0, 2.5,CE,Irauçuba,
2018,5,25,21,16,-24770,-48050,  0.0, 2.8,SP,Cajati,
2018,5,26,13,45,-13740,-49070,  0.0, 2.6,GO,Goiás,
2018,5,28,15,41,-1190,-60550,  0.0, 4.1,AM,Presidente Figueiredo,
2018,5,28,18,23,-11570,-56780,  0.0, 2.0,MT,N. Horizonte do Norte,
2018,6,1,18,45,-11610,-56730,  0.0, 1.1,MT,N. Horizonte do Norte,
2018,6,5,9,36,-8580,-74020,157.0, 4.1,PU,Peru-Brazil Border,
2018,6,5,16,7,-23780,-46900,  0.0, 1.6,SP,Itapecerica da Serra,
2018,6,5,20,22,-24770,-47800,  0.0, 2.4,SP,Pariquera-Acu,
2018,6,8,20,25,-24920,-50550,  0.0, 2.1,PR,Castro,
2018,6,13,11,9,-4780,-38050,  0.0, 1.8,CE,Palhano,
2018,6,15,7,16,-15130,-42880,  0.0, 2.3,MG,Monte Azul,
2018,6,17,0,55,-27190,-58150,  0.0, 2.3,AR,NE Argentina,
2018,6,21,13,19,-9020,-73790,188.0, 3.9,PU,Peru-Brazil Border,
2018,6,21,20,45,-23390,-46960,  0.0, 1.7,SP,Pirapora do Bom Jesus,
2018,6,25,18,47,-26100,-49520,  0.0, 2.2,PR,Pien,
2018,6,26,11,43,-8130,-73670,160.0, 4.1,PU,Peru-Brazil Border,
2018,6,27,1,17,-16200,-55920,  0.0, 3.1,MT,Barao de Melgaço,
2018,6,28,1,24,-8840,-73920,150.0, 4.3,PU,Peru-Brazil Border,
2018,6,30,15,44,-21040,-44730,  0.0, 1.8,MG,Bom Sucesso,
2018,7,3,1,25,-15320,-51010,  0.0, 2.5,GO,Goiás,
2018,7,5,21,37,-4670,-56170,  0.0, 2.6,PA,TRAIRÃO,
2018,7,10,11,55,-5720,-39550,  0.0, 1.5,CE,Mombaça,
2018,7,10,20,46,-10820,-37100,  0.0, 2.4,SE,N. Senhora do Socorro,
2018,7,11,11,12,-11700,-56740,  0.0, 1.6,MT,N. Horizonte do Norte,
2018,7,16,0,56,-17850,-53970,  0.0, 2.8,MT,ALTO ARAGUAIA,
2018,7,17,21,29,-21870,-46610,  0.0, 2.4,MG,Poços de Caldas,
2018,7,18,8,4,-7480,-64940,  0.0, 3.1,AM,LÁBREA,
2018,7,18,9,55,-2880,-49620,  0.0, 2.7,PA,BAIÃO,
2018,7,24,5,16,-3730,-49930,  0.0, 2.9,PA,TUCURUÍ,
2018,7,25,11,24,-4150,-38850,  0.0, 1.9,CE,Palmacia,
2018,7,26,4,4,-21930,-50510,  0.0, 2.9,SP,Tupã,
2018,8,1,20,35,-23290,-51200,  0.0, 0.8,PR,Londrina,
2018,8,4,13,42,-11540,-49400,  0.0, 2.1,TO,Tocantins,
2018,8,6,9,53,-12470,-57010,  0.0, 2.6,MT,ITANHANGÁ,
2018,8,8,5,8,-22950,-44010,  0.0, 2.5,RJ,Mangaratiba,
2018,8,8,13,10,-8390,-74320,153.0, 4.1,PU,Peru-Brazil Border,
2018,8,13,10,39,-22890,-43950,  0.0, 1.0,RJ,Mangaratiba,
2018,8,13,12,38,-22890,-43950,  0.0, 1.8,RJ,Mangaratiba,
2018,8,13,18,19,-8240,-37190,  0.0, 1.4,PE,Sertania,
2018,8,13,18,50,-22870,-44050,  0.0, 1.0,RJ,Mangaratiba,
2018,8,13,19,58,-22740,-43720,  0.0, 2.1,RJ,Seropedica,
2018,8,14,1,4,-22850,-43990,  0.0, 2.0,RJ,Mangaratiba,
2018,8,15,14,54,-15040,-51180,  0.0, 3.1,GO,Aruanã,
2018,8,20,10,15,-16400,-40720,  0.0, 3.3,MG,Rubim,
2018,8,21,0,19,-13790,-49120,  0.0, 2.0,GO,Goiás,
2018,8,24,9,4,-11120,-70870,629.0, 7.1,PU,Peru-Brazil Border,
2018,9,3,21,9,-15240,-59310,  0.0, 2.6,MT,Pontes e Lacerda,
2018,9,8,5,23,-24210,-41800,  0.0, 2.7,SP,Plataf. Continental,
2018,9,11,5,57,-10560,-52360,  0.0, 2.5,MT,S. José Xingu,
2018,9,14,6,8,-12490,-48920,  0.0, 3.0,TO,Alvorada,
2018,9,14,13,58,-25890,-56990,  0.0, 2.8,PY,Paraguay,
2018,9,17,15,59,-21760,-50330,  0.0, 2.3,SP,Luiziania,
2018,9,18,6,31,-16450,-40640,  0.0, 1.9,MG,Rubim,
2018,9,18,15,8,-22720,-43820,  0.0, 1.9,RJ,Seropedica,
2018,9,18,19,20,-3350,-40760,  0.0, 3.2,CE,URUOCA,
2018,9,21,20,12,-10530,-37420,  0.0, 2.5,SE,Ribeiropolis,
2018,9,22,21,42,-7190,-55350,  0.0, 3.2,PA,Novo Progresso,
2018,9,22,22,37,-1520,-50950,  0.0, 2.9,PA,Melgaco,
2018,9,23,9,42,-9510,-73700, 66.0, 4.1,PU,Peru-Brazil Border,
2018,9,25,19,33,-22760,-43560,  0.0, 1.9,RJ,Seropédica,
2018,9,27,9,59,-12250,-38860,  0.0, 1.4,BA,Feira de Santana,
2018,9,28,2,41,-25940,-57020,  0.0, 2.4,PY,Paraguay,
2018,10,2,23,39,-8310,-73950,157.0, 4.0,PU,Peru-Brazil Border,
2018,10,4,14,8,-23260,-51150,  0.0, 1.9,PR,Londrina,
2018,10,4,20,57,-11670,-56550,  0.0, 2.0,MT,N. Horizonte do Norte,
2018,10,8,23,51,-3550,-40450,  0.0, 1.5,CE,Meruoca,
2018,10,9,1,34,-15410,-54440,  0.0, 3.2,MT,Primavera do Leste,
2018,10,10,21,29,-20350,-56770,  0.0, 2.1,MS,Bodoquena,
2018,10,15,13,2,-18860,-44750,  0.0, 2.5,MG,Felixlandia,
2018,10,17,18,47,-14300,-49590,  0.0, 2.9,GO,Campos Verdes,
2018,10,21,15,46,-9360,-35730,  0.0, 1.8,AL,Flexeiras,
2018,10,24,17,45,-23310,-51030,  0.0, 2.1,PR,Londrina,
2018,10,24,21,34,-13040,-39520,  0.0, 2.2,BA,Amargosa,
2018,10,27,2,24,-770,-60000,  0.0, 2.8,AM,PRESIDENTE FIGUEIREDO,
2018,10,27,6,36,-12960,-39610,  0.0, 3.2,BA,Amargosa,
2018,11,2,23,17,-850,-58760,  0.0, 2.9,PA,Oriximina,
2018,11,6,0,38,-24600,-44210,  0.0, 3.3,SP,Plataforma Continental,
2018,11,7,14,59,-20900,-43810,  0.0, 2.5,MG,Minas Gerais,
2018,11,10,20,40,-8680,-73640,137.0, 4.2,PU,Peru-Brazil Border,
2018,11,12,23,7,-29170,-51190,  0.0, 2.0,RS,Caxias do Sul,
2018,11,12,23,23,-29160,-51180,  0.0, 1.8,RS,Caxias do Sul,
2018,11,13,1,52,-11720,-56760,  0.0, 2.4,MT,N. Horizonte do Norte,
2018,11,13,1,52,-11690,-56740,  0.0, 2.1,MT,N. Horizonte do Norte,
2018,11,14,5,49,-21210,-44490,  0.0, 2.7,MG,Minas Gerais,
2018,11,15,20,43,-8680,-74150,148.0, 4.1,PU,Peru-Brazil Border,
2018,11,15,22,11,-11560,-56770,  0.0, 2.6,MT,N. Horizonte do Norte,
2018,11,18,5,29,-6280,-49740,  0.0, 2.4,PA,Canaã dos Carajas,
2018,11,21,20,8,-21100,-44560,  0.0, 2.6,MG,Minas Gerais,
2018,11,22,8,37,-32690,-58980,  0.0, 3.8,AR,NE Argentina,
2018,11,28,21,36,-11680,-56700,  0.0, 2.8,MT,N. Horizonte do Norte,
2018,11,30,13,27,-34830,-58370,  0.0, 3.5,AR,Buenos Aires,
2018,11,30,20,5,-22620,-43240,  0.0, 3.0,RJ,Petrópolis,
2018,12,3,21,36,-7510,-74150,  0.0, 4.2,PU,Peru-Brazil Border,
2018,12,4,4,39,-13250,-45960,  0.0, 2.8,GO,SÃO DOMINGOS,
2018,12,10,16,36,-13680,-40640,  0.0, 1.7,BA,Maracas,
2018,12,14,16,53,-10040,-37100,  0.0, 2.7,SE,Nossa Sra. de Lourdes,
2018,12,14,19,44,-8150,-37220,  0.0, 1.8,PE,Sertania,
2018,12,18,16,19,-13700,-40660,  0.0, 1.7,BA,Maracas,
2018,12,19,23,54,-15330,-56000,  0.0, 3.2,MT,CUIABÁ,
