ano,mês,dia,hora,min,latit,longit,ss.s,mag,estado,cidade,
2018,12,20,0,49,-24440,-49910,  0.0, 2.8,PR,Piraí do Sul,
2018,12,21,23,41,-22850,-44450,  0.0, 2.1,SP,Arapeí,
2018,12,23,11,58,-13640,-50240,  0.0, 2.6,GO,S. Miguel do Araguaia,
2018,12,26,13,40,-22750,-43760,  0.0, 2.4,RJ,Seropédica,
2019,1,5,19,25,-8230,-71650,575.0, 6.3,AC,Western Brazil,
2019,1,7,17,11,-11550,-56800,  0.0, 2.0,MT,Novo Horizonte doNorte,
2019,1,9,8,55,-10530,-37450,  0.0, 2.7,SE,Ribeirópolis,Malhador?
2019,1,10,11,5,-25320,-44810,  0.0, 3.1,SP,Plataf. Continental,
2019,1,11,15,18,-15100,-60880,  0.0, 3.2,MT,E Bolívia,
2019,1,12,9,54,-10650,-37370,  0.0, 2.2,SE,Malhador,
2019,1,13,21,32,-11610,-56730,  0.0, 1.2,MT,Novo Horizonte doNorte,
2019,1,14,10,11,-5530,-50980,  0.0, 2.8,PA,SÃO FÉLIX DO XINGU,
2019,1,19,7,35,-10650,-37280,  0.0, 2.0,SE,Malhador,
2019,1,19,11,,-10650,-37280,  0.0, 1.0,SE,Malhador,
2019,1,20,4,36,-11710,-56740,  0.0, 2.3,MT,N. Horizonte do Norte,
2019,1,21,9,1,-15390,-44870,  0.0, 3.0,MG,Bonito de Minas,
2019,1,28,2,20,-23620,-51740,  0.0, 1.8,PR,Bom Sucesso,
2019,1,28,4,14,-13600,-48780, 10.0, 3.3,GO,TROMBAS,
2019,1,28,4,49,-20550,-41200,  0.0, 2.7,ES,CASTELO,
2019,1,28,14,5,-16630,-39770,  0.0, 2.5,BA,Guaratinga,
2019,1,30,5,42,-9610,-35900,  0.0, 1.4,AL,Pilar,
2019,1,30,5,47,-9610,-35910,  0.0, 1.5,AL,Pilar,
2019,1,30,5,53,-9600,-35840,  0.0, 1.4,AL,Pilar,
2019,1,30,6,2,-9630,-35860,  0.0, 1.5,AL,Pilar,
2019,1,31,8,22,-24770,-48120,  0.0, 2.7,SP,Cajati,
2019,2,2,18,13,-22600,-44030,  0.0, 1.7,RJ,Pinheiral,
2019,2,7,18,26,-21200,-48150,  0.0, 2.5,SP,Barrinha,
2019,2,9,1,29,-23060,-51220,  0.0, 1.7,PR,Bela Vista do Paraiso,
2019,2,11,15,26,-16620,-39790,  0.0, 2.1,BA,Guaratinga,
2019,2,14,19,46,-22930,-47680,  0.0, 2.8,SP,Saltinho,
2019,2,15,9,33,-23780,-50980,  0.0, 2.4,PR,Tamarana,
2019,2,17,4,50,-23040,-51200,  0.0, 1.7,PR,Bela Vista do Paraiso,
2019,2,18,7,0,-11970,-51290,  0.0, 0.8,MT,Serra Nova Dourada,
2019,2,19,17,8,-23320,-51200,  0.0, 0.6,PR,Londrina,
2019,2,25,14,44,-5850,-50610,  0.0, 3.3,PA,PARAUAPEBAS,
2019,2,26,23,11,-5850,-50610,  0.0, 3.2,PA,PARAUAPEBAS,
2019,2,27,12,52,-5850,-50580,  0.0, 3.6,PA,PARAUAPEBAS,
2019,3,6,4,22,-5860,-50630,  0.0, 3.3,PA,Parauapebas,
2019,3,10,4,48,-12550,-58000,  0.0, 2.7,MT,Brasnorte,
2019,3,12,16,9,-7040,-55300,  0.0, 2.7,PA,Novo Progresso,
2019,3,14,8,52,-5790,-37580,  0.0, 2.2,RN,Caraubas,
2019,3,18,2,17,-10020,-36780,  0.0, 2.5,AL,Olho dAgua Grande,
2019,3,18,2,20,-5100,-39430,  0.0, 1.5,CE,Quixeramobim,
2019,3,18,2,41,-5150,-39390,  0.0, 2.3,CE,Quixeramobim,
2019,3,18,11,24,-10020,-36780,  0.0, 1.6,AL,Feira Grande,
2019,3,18,18,2,-10020,-36780,  0.0, 2.5,AL,Olho dAgua Grande,
2019,3,18,18,11,-9960,-36630,  0.0, 1.6,AL,Feira Grande,
2019,3,18,19,28,-5160,-39420,  0.0, 2.4,CE,Quixeramobim,
2019,3,19,11,19,-5190,-39430,  0.0, 2.3,CE,Quixeramobim,
2019,3,20,10,32,-5180,-39420,  0.0, 2.9,CE,Quixeramobim,
2019,3,23,6,36,-5080,-39440,  0.0, 2.0,CE,Quixeramobim,
2019,3,23,6,57,-5090,-39450,  0.0, 2.1,CE,Quixeramobim,
2019,3,23,19,18,-5170,-39410,  0.0, 2.5,CE,Quixeramobim,
2019,3,25,16,37,-22960,-47680,  0.0, 2.4,SP,Saltinho,
2019,3,26,5,37,-19240,-56400,  0.0, 2.2,MS,Miranda,
2019,3,28,1,12,-18260,-45260,  0.0, 2.6,MG,Tres Marias,
2019,3,30,11,8,-5100,-39450,  0.0, 3.2,CE,Quixeramobim,
2019,4,12,7,54,-6690,-74040, 10.0, 4.3,PU,Peru-Brazil Border,
2019,4,14,3,54,-5450,-49970,  0.0, 3.2,PA,Parauapebas,
2019,4,16,3,19,-8170,-71750,589.0, 5.2,AC,Western Brazil,
2019,4,16,15,58,-23370,-51110,  0.0, 1.6,PR,Londrina,
2019,4,18,8,11,4060,-60130,  0.0, 4.0,RR,Uiramuta,
2019,4,19,2,30,-5050,-39500,  0.0, 3.4,CE,Quixeramobim,
2019,4,20,7,40,-8230,-74050,179.0, 4.0,PU,Peru-Brazil Border,
2019,4,22,17,10,-20640,-48510,  0.0, 2.3,SP,Colina,
2019,4,22,20,14,-20860,-48680,  0.0, 2.4,SP,Monte Azul Paulista,
2019,4,23,5,40,1580,-55500,  0.0, 3.0,PA,Oriximina,
2019,4,23,6,53,-23010,-51180,  0.0, 2.2,PR,Bela Vista do Paraiso,
2019,4,23,7,38,-25200,-49290,  0.0, 2.5,PR,Rio Branco do Sul,
2019,4,25,3,10,-29330,-50850,  0.0, 0.7,RS,Canela,
2019,4,26,0,5,-23780,-43510,  0.0, 2.1,SP,Plataf. Continental,
2019,4,26,0,5,-21890,-44480,  0.0, 2.0,MG,Serranos,
2019,4,26,5,15,-13010,-39430,  0.0, 1.6,BA,Sao Miguel das Matas,
2019,4,27,3,42,-29460,-50690,  0.0, 2.1,RS,Tres Coroas,
2019,4,27,23,53,1580,-55500,  0.0, 2.6,PA,Oriximina,
2019,4,28,10,45,-11610,-56730,  0.0, 1.4,MT,N. Horizonte do Norte,
2019,4,29,8,7,1490,-55570,  0.0, 2.9,PA,Parque Tumucumaque,
2019,5,1,6,29,-5850,-50610,  0.0, 3.1,PA,Carajás,
2019,5,4,12,25,-4990,-35190,  0.0, 2.0,RN,NE-Touros,
2019,5,8,0,31,-25100,-49240,  0.0, 2.2,PR,Rio Branco do Sul,
2019,5,8,10,34,-27290,-49310,  0.0, 2.2,SC,Presidente Nereu,
2019,5,14,6,38,-13150,-49330,  0.0, 2.6,GO,Novo Planalto,
2019,5,14,6,43,-25230,-49320,  0.0, 2.3,PR,Rio Branco do Sul,
2019,5,16,14,45,-6140,-36040,  0.0, 2.1,RN,Santa Cruz,
2019,5,17,2,28,1360,-60570,  0.0, 3.6,RR,Rorainópolis,
2019,5,18,15,30,-6250,-49700,  0.0, 2.0,PA,Carajás,
2019,5,19,4,24,-14040,-49320,  0.0, 2.1,GO,Amaralina,
2019,5,20,19,46,-20340,-46960,  0.0, 3.9,MG,Delfinopolis,
2019,5,20,21,6,-21150,-44190,  0.0, 2.0,MG,Tiradentes,
2019,5,21,10,26,7650,-59030,  0.0, 4.1,GY,Guyana,
2019,5,21,21,47,-12970,-39410,  0.0, 2.0,BA,Sao Miguel das Matas,
2019,5,23,13,46,-15550,-53240,  0.0, 2.1,MT,General Carneiro,
2019,5,23,16,27,-23660,-51190,  0.0, 2.3,PR,Tamarana,
2019,5,24,14,40,-15150,-50820,  0.0, 3.0,GO,Araguapaz,
2019,5,24,15,37,-15080,-50870,  0.0, 3.2,GO,Araguapaz,
2019,5,24,15,38,-15070,-50830,  0.0, 3.0,GO,ARAGUAPAZ,
2019,5,26,6,45,-20250,-43530,  0.0, 2.0,MG,Minas Gerais,
2019,5,27,0,35,-27480,-52200,  0.0, 2.1,RS,Tres Arroios,
2019,5,27,4,21,1470,-55650,  0.0, 2.8,PA,Oriximina,
2019,5,28,14,41,-8880,-73870,137.0, 4.5,PU,Peru-Brazil Border,
2019,5,28,21,0,1430,-55670,  0.0, 3.1,PA,Oriximina,
2019,5,30,13,30,-13990,-49170,  0.0, 2.0,GO,Mara Rosa,
2019,5,31,4,42,-5760,-50500,  0.0, 1.9,PA,Carajás,
2019,6,2,17,52,-10680,-37330,  0.0, 2.4,SE,Malhador,
2019,6,6,22,55,-13860,-44760,  0.0, 2.9,BA,JABORANDI,
2019,6,7,3,4,-5880,-50600,  0.0, 1.7,PA,Carajás,
2019,6,7,9,29,-29400,-51050,  0.0, 2.2,RS,Nova Petropolis,
2019,6,8,23,32,-19960,-44230,  0.0, 2.3,MG,Betim,
2019,6,10,23,15,-17000,-53290,  0.0, 1.8,MT,Alto Garças,
2019,6,11,8,5,-5760,-50500,  0.0, 2.8,PA,Carajás,
2019,6,11,9,48,-5760,-50510,  0.0, 1.7,PA,Carajás,
2019,6,11,10,24,-5750,-50510,  0.0, 2.2,PA,Carajás,
2019,6,11,10,33,-5760,-50500,  0.0, 1.9,PA,Carajás,
2019,6,13,18,17,-21260,-47710,  0.0, 1.7,SP,Cravinhos,
2019,6,16,5,56,-14510,-50970,  0.0, 2.7,GO,Aruanã,
2019,6,17,20,3,530,-27710, 10.0, 4.6,BR,Arquip.S.Pedro/S.Paulo,
2019,6,17,22,8,-18500,-39010,  0.0, 3.8,ES,Conceição da Barra,
2019,6,18,2,25,-16420,-41000,  0.0, 1.7,MG,Jequitinhonha,
2019,6,18,9,28,-11680,-57640,  0.0, 2.5,MT,Juara,
2019,6,20,9,5,-16710,-54410,  0.0, 2.3,MT,Pedra Preta,
2019,7,4,10,53,-12910,-60730,  0.0, 2.5,RO,Chupinguaia,
2019,7,5,5,36,-6590,-50120,  0.0, 2.4,PA,Carajás,
2019,7,11,3,14,-25250,-49330,  0.0, 1.7,PR,Itaperucu,
2019,7,11,3,23,-25220,-49310,  0.0, 1.8,PR,Rio Branco do Sul,
2019,7,13,12,56,-5480,-35820,  0.0, 2.6,RN,Joao Camara,
2019,7,14,19,29,-4280,-55350,  0.0, 2.6,PA,Ruropolis,
2019,7,15,5,49,-5050,-39560,  0.0, 1.8,CE,Quixeramobim,
2019,7,16,22,40,-11600,-56830,  0.0, 2.2,MT,N. Horizonte do Norte,
2019,7,17,7,45,-6410,-50050,  0.0, 1.4,PA,Carajás,
2019,7,17,7,47,2750,-59720,  0.0, 3.3,GY,Guyana,
2019,7,18,1,5,-14800,-50530,  0.0, 2.5,GO,Mozarlandia,
2019,7,20,11,10,-5710,-35820,  0.0, 2.0,RN,Bento Fernandes,
2019,7,22,10,7,-5630,-36460,  0.0, 1.8,RN,Fernando Pedroza,
2019,7,22,23,3,-18870,-44760,  0.0, 2.1,MG,Felixlandia,
2019,7,24,5,10,-5040,-39580,  0.0, 2.0,CE,Quixeramobim,
2019,7,24,5,46,-5070,-39510,  0.0, 2.7,CE,Quixeramobim,
2019,7,24,21,7,-10340,-48320,  0.0, 2.4,TO,Palmas,
2019,7,24,21,25,-19820,-41020,  0.0, 2.1,ES,Laranja da Terra,
2019,7,26,0,44,-5040,-39570,  0.0, 3.1,CE,Quixeramobim,
2019,7,28,10,33,-10940,-56820,  0.0, 2.2,MT,Juara,
2019,7,30,20,57,-7140,-55500,  0.0, 2.6,PA,Novo Progresso,
2019,7,31,6,10,-7120,-70450,  0.0, 3.7,AM,Envira,
2019,8,2,3,31,-5840,-50630,  0.0, 3.0,PA,Parauapebas,
2019,8,2,19,3,-20380,-45580,  0.0, 2.3,MG,Corrego Fundo,
2019,8,2,20,32,-22870,-45260,  0.0, 2.0,SP,Potim,
2019,8,3,15,57,-19930,-43120,  0.0, 2.6,MG,Rio Piracicaba,
2019,8,3,23,41,-5590,-35520,  0.0, 2.0,RN,Taipu,
2019,8,4,6,43,-6360,-72470,  0.0, 4.0,AM,W. Brazil Cruz.do Sul,
2019,8,5,0,40,1100,-27980, 10.0, 5.8,BR,Central Mid Atl.Ridge,
2019,8,5,13,10,-5140,-65060,  0.0, 3.6,AM,Urucu,
2019,8,7,19,47,-9660,-35940,  0.0, 1.9,AL,Pilar,
2019,8,8,23,28,-11280,-48380,  0.0, 3.1,TO,Ipueiras,
2019,8,9,7,39,-15310,-56050,  0.0, 2.7,MT,CUIABÁ,
2019,8,9,11,9,-4180,-38130,  0.0, 1.5,CE,Beberibe,
2019,8,11,15,52,-2780,-50220,  0.0, 2.9,PA,PORTEL,
2019,8,13,6,30,-20775,-47845,  0.1, 1.5,SP,Sales Oliveira,
2019,8,15,16,6,-8350,-74610,133.0, 4.9,PU,Peru-Brazil Border,
2019,8,17,6,49,-11610,-56740,  0.0, 1.3,MT,N. Horizonte do Norte,
2019,8,18,18,56,-17260,-40720,  0.0, 2.4,MG,Umburatiba,
2019,8,19,3,50,-6400,-50090,  0.0, 1.7,PA,Carajás,
2019,8,27,0,8,-8460,-74590,117.0, 4.8,PU,Peru-Brazil Border,
2019,8,30,1,47,-10140,-59290,  0.0, 2.8,MT,Aripuanã,
2019,9,2,6,7,-17380,-40510,  0.0, 1.7,BA,Medeiros Neto,
2019,9,3,7,27,-5850,-50600,  0.0, 2.2,PA,Carajás,
2019,9,5,3,37,-5700,-37510,  0.0, 2.8,RN,Caraubas,
2019,9,5,5,43,-11620,-57620,  0.0, 2.5,MT,Juara,
2019,9,5,22,23,650,-60110,  0.0, 3.2,RR,Rorainopolis,
2019,9,9,21,6,-20760,-47850,  0.0, 2.3,SP,Sales Oliveira,
2019,9,11,21,7,-16220,-44240,  0.0, 2.2,MG,Mirabela,
2019,9,13,17,29,-12730,-45600,  0.0, 3.6,BA,São Desidério,
2019,9,13,22,46,-2960,-44740,  0.0, 3.2,MA,Bequimão/Sao J.Batista,
2019,9,14,16,43,-22720,-45250,  0.0, 1.9,SP,Guaratingueta,
2019,9,15,14,14,-5500,-35580,  0.0, 1.3,RN,Joao Camara,
2019,9,19,21,49,-21050,-43590,  0.0, 2.5,MG,Senhora dos Remédios,
2019,9,25,7,1,40,-60240,  0.0, 2.3,RR,Rorainopolis,
2019,9,26,18,58,-16460,-43050,  0.0, 2.6,MG,Grão Mogol,
2019,9,27,23,46,-9940,-36520,  0.0, 2.3,AL,Junqueiro,
2019,9,29,15,50,-7070,-72810,  0.0, 3.9,AM,Cruzeiro do Sul,
2019,10,1,15,28,-14140,-48860,  0.0, 2.4,GO,Uruaçu,
2019,10,4,14,56,-27400,-49670,  0.0, 2.3,SC,Ituporanga,
2019,10,5,6,26,190,-61340,  0.0, 2.6,RR,Rorainopolis,
2019,10,7,12,28,-16970,-54360,  0.0, 3.2,MT,Itiquira,
2019,10,7,17,59,-27890,-50480,  0.0, 2.1,SC,Capão Alto,
2019,10,14,1,47,-4800,-41180,  0.0, 2.7,CE,PORANGA,
2019,10,15,7,40,-6530,-50040,  0.0, 1.7,PA,Carajás,
2019,10,18,21,45,-7050,-55190,  0.0, 2.4,PA,Novo Progresso,
2019,10,18,23,0,-5620,-35600,  0.0, 0.9,RN,Taipu,
2019,10,19,23,33,-5620,-35600,  0.0, 0.9,RN,Taipu,
2019,10,21,20,23,-6830,-73500,151.0, 4.0,PU,Peru-Brazil Border,
2019,10,31,18,32,-11550,-56770,  0.0, 1.9,MT,N. Horizonte do Norte,
2019,10,31,19,29,-11610,-56730,  0.0, 1.2,MT,N. Horizonte do Norte,
2019,11,1,3,53,-6420,-50110,  0.0, 1.8,PA,Carajás,
2019,11,1,11,38,-5710,-37500,  0.0, 2.1,RN,Caraubas,
2019,11,3,15,33,-4740,-37950,  0.0, 2.4,CE,Palhano,
2019,11,3,15,42,-4760,-37950,  0.0, 2.4,CE,Palhano,
2019,11,3,16,15,-5840,-50630,  0.0, 3.4,PA,Carajás,
2019,11,4,10,43,-20690,-45730,  0.0, 2.8,MG,Formiga,
2019,11,4,20,46,-14780,-50860,  0.0, 2.3,GO,Aruana,
2019,11,7,19,43,-6260,-49690,  0.0, 1.9,PA,Carajás,
2019,11,8,22,29,-10570,-48620,  0.0, 2.2,TO,Porto Nacional,
2019,11,9,7,30,-13010,-39590,  0.0, 3.3,BA,Amargosa,
2019,11,10,19,52,-5720,-50520,  0.0, 2.9,PA,Carajás,
2019,11,10,23,54,-20640,-43710,  0.0, 1.9,MG,Minas Gerais,
2019,11,12,10,40,-12460,-57190,  0.0, 3.3,MT,Nova Maringa,
2019,11,13,5,15,-14410,-59160,  0.0, 2.0,MT,Conquista Doeste,
2019,11,14,20,52,-8610,-74440,113.0, 4.8,PU,Peru-Brazil Border,
2019,11,15,2,50,-9260,-60500,  0.0, 2.8,MT,Colniza,
2019,11,16,8,31,-4240,-38250,  0.0, 1.0,CE,Cascavel,
2019,11,17,1,46,-5850,-50550,  0.0, 3.3,PA,Parauapebas,
2019,11,19,12,28,-18980,-44030,  0.0, 2.4,MG,Santana de Pirapama,
2019,11,21,20,32,-27620,-52350,  0.0, 2.1,RS,Erechim,
2019,11,21,21,38,-13860,-44790,  0.0, 3.0,BA,Cocos,
2019,11,25,22,51,-20430,-43870,  0.0, 2.1,MG,Minas Gerais,
2019,11,25,23,27,-20427,-43887,  0.6, 3.5,MG,Fábrica Congonhas,
2019,11,26,11,22,1810,-61130,  0.0, 2.8,RR,Caracarai,
2019,11,26,19,42,880,-59840,  0.0, 3.8,RR,Sao Joao da Baliza,
2019,11,26,20,51,-13000,-39460,  0.0, 2.0,BA,Sao Miguel das Matas,
2019,11,30,21,58,-13060,-39450,  0.0, 2.0,BA,Sao Miguel das Matas,
2019,12,1,3,21,-5870,-50590,  0.0, 1.7,PA,Carajás,
2019,12,1,19,12,-6440,-50120,  0.0, 3.1,PA,Carajás,
2019,12,3,15,8,-23440,-50770,  0.0, 2.9,PR,S. SebastiaoDaAmoreira,
2019,12,3,21,4,-3270,-44090,  0.0, 3.2,PI,ITAPECURU MIRIM,
2019,12,5,15,48,-11620,-56840,  0.0, 2.5,MT,N. Horizonte do Norte,
2019,12,5,17,57,-11700,-56720,  0.0, 1.6,MT,N. Horizonte do Norte,
2019,12,5,23,48,-18990,-44730,  0.0, 2.7,MG,Felixlandia,
2019,12,6,21,1,-24870,-49630,  0.0, 2.0,PR,Castro,
2019,12,7,12,18,-24750,-44250,  0.0, 2.9,SP,Margem Continental,
2019,12,9,5,35,70,-60290,  0.0, 3.0,RR,Rorainopolis,
2019,12,9,5,37,60,-60280,  0.0, 3.9,RR,Rorainopolis,
2019,12,10,11,6,-5390,-65820,  0.0, 3.4,AM,Western Brazil,
2019,12,15,15,56,-6450,-50120,  0.0, 3.1,PA,Carajás,
2019,12,26,21,20,-8030,-36200,  0.0, 1.9,PE,Sta Cruz do Capibaribe,
2019,12,27,3,16,-19070,-47610,  0.0, 3.0,MG,Nova Ponte,
2019,12,29,12,19,-10720,-62170,  0.0, 3.0,RO,Ouro Preto do Oeste,
2019,12,29,15,12,-6460,-50140,  0.0, 2.8,PA,Carajás,
2019,12,29,20,28,-6480,-50130,  0.0, 2.7,PA,Carajás,
2019,12,30,1,31,-8300,-35950,  0.0, 1.8,PE,Caruaru,
2019,12,31,3,24,-8050,-36140,  0.0, 1.9,PE,Caruaru,
2020,1,10,19,50,-4820,-37970,  0.0, 2.0,CE,Palhano,
2020,1,13,12,46,-5570,-35530,  0.0, 1.6,RN,Taipu,
2020,1,14,23,19,-24490,-43970,  0.0, 2.7,RJ,Plataf. Cont. Parati,
2020,1,17,7,59,-11630,-56710,  0.0, 2.9,MT,Novo HorizonteDoNorte,
2020,1,19,7,58,-5100,-35440,  0.0, 1.3,RN,NNE-Touros,
2020,1,20,10,17,-16210,-55990,  0.0, 3.0,MT,Barão de Melgaço,
2020,1,20,20,44,-11400,-47480,  0.0, 2.2,TO,Natividade,
2020,1,20,21,4,-19130,-47680,  0.0, 2.5,MG,Nova Ponte,
2020,1,22,22,18,-19580,-44010,  0.0, 2.8,MG,Pedro Leopoldo,
2020,1,24,19,8,-21080,-48660,  0.0, 2.2,SP,Pirangi,
2020,1,26,15,57,-5780,-50530,  0.0, 2.3,PA,Carajás,
2020,1,26,19,35,-6420,-50080,  0.0, 2.6,PA,Carajás,
2020,1,26,20,49,-5780,-50540,  0.0, 2.0,PA,Carajás,
2020,1,28,14,37,-19450,-44270,  0.0, 2.2,MG,Sete Lagoas,
2020,1,31,19,59,-16490,-40090,  0.0, 1.8,BA,Guaratinga,
2020,2,2,18,19,-6160,-50220,  0.0, 1.9,PA,Carajás,
2020,2,5,11,39,-11590,-56810,  0.0, 1.9,MT,Novo Horizontedo Norte,
2020,2,11,3,11,-6830,-49380,  0.0, 2.2,PA,Carajás,
2020,2,11,23,49,-21330,-48700,  0.0, 1.5,SP,Fernando Prestes,
2020,2,16,19,1,-6430,-50120,  0.0, 3.1,PA,Carajás,
2020,2,16,21,23,-3090,-40710,  0.0, 2.0,CE,Granja,
2020,2,20,8,3,-22430,-40080,  0.0, 2.2,RJ,Margem Continental,
2020,2,21,18,20,-21120,-42380,  0.0, 1.9,MG,Muriaé,
2020,2,21,19,8,-21130,-42380,  0.0, 2.2,MG,Muriaé,
2020,2,23,6,17,-21160,-42380,  0.0, 1.7,MG,Muriaé,
2020,2,24,20,13,-18470,-40780,  0.0, 1.8,ES,Ecoporanga,
2020,2,25,3,14,-21150,-42360,  0.0, 1.9,MG,Muriae,
2020,2,26,2,55,-11620,-56820,  0.0, 2.0,MT,Novo HorizontedoNorte,
2020,2,26,3,31,-21090,-48670,  0.0, 1.4,SP,Pirangi,
2020,2,28,8,23,-8300,-36000,  0.0, 1.7,PE,Caruaru,
2020,3,1,8,45,-22500,-43180,  0.0, 2.1,RJ,Petrópolis,
2020,3,1,20,30,-6420,-50120,  0.0, 3.2,PA,Carajás,
2020,3,7,3,13,-21320,-48640,  0.0, 1.2,SP,Candido Rodrigues,
2020,3,8,15,33,-21090,-48690,  0.0, 1.3,SP,Pirangi,
2020,3,9,2,18,-21290,-48430,  0.0, 2.0,SP,Monte Alto,
2020,3,10,20,3,-5840,-50620,  0.0, 3.0,PA,Carajás,
2020,3,10,20,17,-5800,-50510,  0.0, 2.0,PA,Carajás,
2020,3,11,0,32,-21310,-48460,  0.0, 2.1,SP,Monte Alto,
2020,3,11,1,11,-5370,-35550,  0.0, 1.9,RN,Pureza,
2020,3,11,15,48,-21180,-42250,  0.0, 2.4,MG,Muriaé,
2020,3,14,12,25,-19430,-48110,  0.0, 2.7,MG,Verissimo,
2020,3,15,18,33,550,-68880,  0.0, 4.5,AM,Western Brazil,
2020,3,17,2,29,-5360,-35570,  0.0, 1.7,RN,Pureza,
2020,3,21,2,47,-20050,-47280,  0.0, 2.3,SP,Rifaina,
2020,3,23,5,19,-21070,-48650,  0.0, 1.1,SP,Pirangi,
2020,3,23,7,43,-21080,-48690,  0.0, 1.2,SP,Pirangi,
2020,3,23,16,23,-21100,-48700,  0.0, 2.4,SP,Pirangi,
2020,3,23,16,33,-21070,-48720,  0.0, 1.9,SP,Pirangi,
2020,3,25,11,30,-24560,-41930,  0.0, 3.7,SP,Plataforma Continental,
2020,3,27,12,47,-18870,-44740,  0.0, 3.0,MG,Felixlândia,
2020,3,29,1,54,-9890,-39890,  0.0, 3.0,BA,Uauá,
2020,3,30,3,30,-5540,-35640,  0.0, 1.7,RN,João Câmara,
2020,4,3,12,56,-5770,-50470,  0.0, 1.1,PA,Carajás,
2020,4,5,0,51,-18950,-47940,  0.0, 1.9,MG,Indianópolis,
2020,4,6,3,21,-5500,-35660,  0.0, 1.8,RN,João Câmara,
2020,4,7,4,59,-18530,-43820,  0.0, 2.5,MG,Gouveia,
2020,4,7,12,12,-4100,-39240,  0.0, 1.6,CE,Paramoti,
2020,4,8,21,20,-27240,-49510,  0.0, 2.0,SC,Lontras,
2020,4,10,23,27,-8610,-74340,152.0, 4.5,PU,Peru-Brazil Brdr,
2020,4,14,23,13,-3170,-40710,  0.0, 2.0,CE,Granja,
2020,4,15,14,40,-11610,-56730,  0.0, 0.2,MT,Novo HorizontedoNorte,
2020,4,16,16,59,-24720,-48120,  0.0, 2.3,SP,Cajati,
2020,4,18,1,55,-23590,-47120,  0.0, 2.0,SP,Sao Roque,
2020,4,19,20,43,-19520,-44120,  0.0, 2.1,MG,Matozinhos,
2020,4,20,23,47,-8000,-74440,155.0, 4.9,PU,Peru-Brazil Brdr,
2020,4,23,15,55,-5690,-50490,  0.0, 1.5,PA,Carajás,
2020,4,24,22,35,-21280,-48450,  0.0, 1.7,SP,Monte Alto,
2020,4,26,0,44,-7790,-50270,  0.0, 3.0,PA,Pau dArco,
2020,4,26,4,45,-4700,-38110,  0.0, 1.6,CE,Palhano,
2020,4,26,5,10,-4750,-38120,  0.0, 1.3,CE,Palhano,
2020,4,26,11,25,-4310,-38230,  0.0, 1.8,CE,Beberibe,
2020,4,27,6,20,-4700,-38110,  0.0, 2.0,CE,Palhano,
2020,4,29,2,45,-8300,-35960,  0.0, 1.7,PE,Caruaru,
2020,4,30,6,14,-4710,-35110,  0.0, 1.4,RN,Touros,
2020,4,30,17,0,-26360,-50680,  0.0, 2.7,SC,Irineopolis,
2020,5,3,5,26,-5700,-50550,  0.0, 1.8,PA,Carajás,
2020,5,3,7,20,-5770,-50580,  0.0, 2.6,PA,Carajás,
2020,5,3,13,16,-5030,-39520,  0.0, 1.8,CE,Quixeramobim,
2020,5,5,22,37,-6420,-50060,  0.0, 1.9,PA,Carajás,
2020,5,6,1,26,-3590,-40520,  0.0, 1.8,CE,Alcântaras,
2020,5,6,1,31,-3590,-40520,  0.0, 1.6,CE,Alcântaras,
2020,5,7,14,18,-3590,-40520,  0.0, 1.8,CE,Alcântaras,
2020,5,8,0,18,-18720,-44930,  0.0, 2.1,MG,Felixlãndia,
2020,5,8,0,48,-10360,-58480,  0.0, 2.8,MT,Juruena,
2020,5,8,2,49,-8570,-74520,125.0, 4.6,PU,Peru-Brazil Brdr,
2020,5,8,10,14,-4710,-38120,  0.0, 1.7,CE,Palhano,
2020,5,10,0,34,-570,-50280,  0.0, 3.5,PA,Afuá,
2020,5,10,1,34,-4340,-38230,  0.0, 1.6,CE,Beberibe,
2020,5,11,4,20,-5280,-40660,  0.0, 1.6,CE,Crateus,
2020,5,12,4,29,-17010,-54330,  0.0, 1.7,MT,Pedra Preta,
2020,5,14,21,24,-5640,-37500,  0.0, 1.8,RN,Caraúbas,
2020,5,15,20,42,-8330,-36470,  0.0, 1.6,PE,Belo Jardim,
2020,5,17,19,23,-5840,-36170,  0.0, 1.9,RN,Lajes,
2020,5,17,23,20,-21630,-39340,  0.0, 2.8,ES,Plataforma Continental,
2020,5,18,4,45,-5670,-37510,  0.0, 2.0,RN,Caraúbas,
2020,5,24,7,34,-5740,-36930,  0.0, 1.7,RN,Açu,
2020,5,26,5,54,-3900,-39960,  0.0, 1.2,CE,Irauçuba,
2020,5,27,2,20,-5910,-37380,  0.0, 1.6,RN,Campo Grande,
2020,5,29,19,37,-5690,-37510,  0.0, 1.5,RN,Caraúbas,
2020,5,31,13,2,-3300,-40510,  0.0, 1.6,CE,Uruoca,
2020,5,31,13,5,-15190,-50070,  0.0, 3.4,GO,Morro Agudo de Goias,
2020,6,1,5,8,-10920,-37670,  0.0, 2.3,SE,Lagarto,
2020,6,4,22,54,-20660,-43950,  0.0, 2.6,MG,Sao Bras do Suacui,
2020,6,7,23,10,-21060,-48930,  0.0, 2.2,SP,Novais,
2020,6,8,6,20,-19170,-47670,  0.0, 2.8,MG,Nova Ponte,
2020,6,9,14,31,-18910,-41910,  0.0, 2.1,MG,Governador Valadares,
2020,6,10,7,52,-14610,-50420,  0.0, 3.2,GO,Mozarlandia,
